blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,redWardsPlaced,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled
1,17,1,9,3,7,0,0,0,7.0,226,17,0,3,9,4,1,0,0,6.4,232
0,14,1,4,4,4,0,1,0,7.4,235,37,0,4,4,2,1,0,0,7.2,226
0,50,1,4,4,9,1,0,0,6.6,226,18,0,4,4,7,0,1,1,6.8,211
1,37,0,8,3,8,0,0,0,7.4,225,85,1,3,8,2,1,0,0,6.4,190
0,19,0,3,8,2,0,0,0,6.8,231,20,1,8,3,12,0,0,0,6.6,218
1,15,1,9,6,8,0,1,0,7.0,203,10,0,6,9,4,0,0,0,7.0,208
1,37,0,4,7,6,1,0,0,6.8,210,14,1,7,4,5,0,0,0,7.2,218
0,12,1,9,4,10,1,1,1,7.0,226,16,0,4,9,5,0,0,0,6.8,221
0,39,0,1,6,0,0,0,0,7.2,223,16,1,6,1,4,1,0,0,7.2,236
1,67,1,9,6,10,0,0,0,6.8,185,14,0,6,9,6,1,0,0,7.0,232
1,17,1,8,5,8,1,0,0,7.4,221,15,0,5,8,5,0,0,0,7.2,212
0,14,0,5,8,4,0,0,0,6.8,203,14,1,8,5,6,0,0,0,7.2,215
0,89,0,7,4,9,0,0,0,7.0,218,14,1,4,7,2,0,0,0,6.8,219
0,12,0,3,9,4,0,0,0,6.4,181,17,1,9,3,11,1,0,0,7.0,240
1,12,0,9,2,8,1,0,0,7.4,253,15,1,2,9,3,0,0,0,6.4,212
1,18,0,5,3,4,1,0,0,7.2,260,19,1,3,5,4,0,0,0,7.0,219
0,15,1,4,8,3,0,0,0,7.0,216,16,0,8,4,9,1,0,0,7.4,211
1,14,1,6,3,6,0,0,0,7.0,228,62,0,3,6,3,0,0,0,6.0,208
0,19,0,3,8,1,0,0,0,7.0,206,14,1,8,3,8,1,1,0,7.2,229
0,17,0,2,13,1,0,0,0,6.6,203,16,1,13,2,14,1,0,0,7.4,192
1,14,0,10,10,7,0,0,0,7.4,202,20,1,10,10,11,0,1,0,6.6,186
0,17,1,3,6,5,1,1,0,7.0,230,14,0,6,3,4,0,0,0,6.8,216
0,13,0,8,6,8,0,0,0,6.6,192,16,1,6,8,7,0,0,0,6.4,203
0,12,1,4,8,4,0,0,0,6.8,186,17,0,8,4,4,1,0,0,7.6,230
1,68,0,7,3,7,0,1,0,7.2,219,178,1,3,7,4,0,0,0,6.6,237
1,17,1,7,2,8,1,0,0,7.0,219,14,0,2,7,1,0,1,0,6.4,213
1,13,1,12,3,14,0,0,0,7.4,228,12,0,3,12,3,1,0,0,6.2,203
0,18,0,7,5,8,1,0,0,7.0,238,41,1,5,7,8,0,0,0,7.0,246
0,18,0,4,4,6,0,0,0,6.8,213,20,1,4,4,4,1,1,0,6.8,216
0,12,0,5,22,4,0,0,0,6.4,138,14,1,22,5,12,0,0,0,8.0,229
1,17,1,4,5,4,1,0,0,6.8,236,24,0,5,4,5,0,0,0,7.2,237
1,22,1,6,10,5,0,0,0,6.8,214,22,0,10,6,9,0,0,0,7.2,238
0,18,1,4,2,5,0,0,0,7.0,248,14,0,2,4,2,1,0,0,7.0,257
0,46,0,8,11,7,0,0,0,7.2,234,30,1,11,8,13,1,0,0,7.2,180
1,15,0,9,4,9,0,0,0,7.0,238,20,1,4,9,4,1,0,0,6.6,218
1,35,1,6,6,8,1,0,0,7.0,196,146,0,6,6,10,0,0,0,6.8,215
1,21,1,5,2,4,0,1,0,6.8,240,17,0,2,5,3,1,0,0,7.0,208
0,16,0,5,5,7,0,0,0,6.6,170,18,1,5,5,4,1,1,0,7.0,256
0,15,1,2,5,4,0,0,0,7.0,235,16,0,5,2,2,0,0,0,7.2,246
1,17,1,10,4,15,1,0,0,7.2,210,12,0,4,10,6,0,1,0,6.6,197
1,15,0,6,10,4,0,1,0,6.8,185,19,1,10,6,16,0,0,0,7.2,229
1,14,0,7,5,7,0,0,0,7.2,227,16,1,5,7,7,0,0,0,6.6,220
1,15,1,6,3,5,1,0,0,7.0,238,15,0,3,6,2,0,0,0,6.8,239
0,35,0,3,10,1,0,1,0,6.8,188,13,1,10,3,11,1,0,1,6.8,232
1,14,0,6,5,5,0,0,0,6.8,210,13,1,5,6,0,1,0,0,6.8,198
1,20,1,7,3,8,1,0,0,6.8,223,37,0,3,7,3,0,0,0,7.0,238
1,14,1,6,4,5,0,0,0,7.0,208,14,0,4,6,0,1,0,0,7.2,252
1,15,0,5,6,5,1,0,0,7.0,228,83,1,6,5,8,0,0,0,7.2,233
1,16,0,6,6,6,1,0,0,6.8,227,19,1,6,6,11,0,1,0,6.8,210
1,70,0,10,5,11,1,1,0,7.4,222,11,1,5,10,7,0,0,0,7.0,240
1,16,0,1,2,1,0,0,0,6.8,229,10,1,2,1,2,0,0,0,6.8,228
1,16,1,6,4,6,1,0,0,7.0,213,15,0,4,6,4,0,0,0,6.8,227
1,15,1,4,2,3,1,0,0,7.2,261,19,0,2,4,2,0,0,0,6.6,215
0,22,0,6,10,6,1,0,0,7.0,210,16,1,10,6,6,0,0,0,7.4,209
0,10,0,5,11,5,0,0,0,7.0,231,17,1,11,5,7,1,0,0,7.4,217
0,14,0,8,9,11,0,0,0,7.0,218,36,1,9,8,8,1,0,0,7.4,214
0,17,1,6,8,8,0,0,0,6.6,158,15,0,8,6,9,1,0,0,7.2,209
1,25,1,13,5,15,0,0,0,7.0,218,11,0,5,13,3,0,0,0,6.4,189
1,12,1,11,5,7,1,1,0,7.2,227,15,0,5,11,6,0,0,0,7.0,213
1,11,1,16,5,16,1,1,0,7.0,207,20,0,5,16,6,0,0,0,6.4,226
0,45,0,4,3,5,1,0,0,7.2,200,55,1,3,4,2,0,1,0,7.0,227
1,21,0,15,13,15,1,0,0,7.2,195,46,1,13,15,18,0,0,0,6.6,179
1,47,1,9,9,18,0,0,0,6.2,182,17,0,9,9,15,0,0,0,6.6,192
1,13,0,10,7,13,0,0,0,6.8,224,15,1,7,10,9,0,0,0,6.4,191
1,16,0,7,5,8,0,0,0,6.8,214,15,1,5,7,8,1,0,0,6.8,218
1,16,1,7,2,9,0,0,0,6.6,222,15,0,2,7,1,1,0,0,6.8,225
1,18,0,6,3,8,0,0,0,6.8,210,40,1,3,6,4,0,0,0,6.6,215
1,18,1,10,8,7,0,0,0,7.2,220,12,0,8,10,9,0,0,0,6.8,189
1,15,0,8,10,8,0,0,0,6.6,170,36,1,10,8,10,1,0,0,7.2,211
0,16,0,7,5,9,0,0,0,6.8,212,31,1,5,7,5,1,0,0,7.0,229
1,11,1,7,4,6,0,0,0,7.4,214,12,0,4,7,1,0,1,0,7.0,190
1,17,1,8,5,12,0,0,0,7.0,242,14,0,5,8,4,0,0,0,6.8,236
0,16,0,5,8,5,0,0,0,7.0,201,17,1,8,5,11,1,0,0,6.8,216
1,17,1,9,4,5,1,0,0,7.2,206,13,0,4,9,1,0,1,0,6.6,194
0,13,1,8,8,10,0,0,0,7.4,256,13,0,8,8,7,1,0,0,7.2,234
0,13,0,7,7,8,0,0,0,6.8,239,14,1,7,7,8,1,0,0,7.2,237
0,13,1,6,9,7,1,1,0,6.4,173,12,0,9,6,10,0,0,0,6.8,233
1,24,1,4,2,5,0,0,0,6.4,233,17,0,2,4,3,0,0,0,6.8,206
0,21,1,6,6,9,0,0,0,6.6,181,14,0,6,6,8,0,0,0,6.8,235
1,42,1,3,1,2,0,0,0,7.4,262,15,0,1,3,1,1,0,0,7.0,232
1,16,0,6,3,7,1,0,0,6.6,225,18,1,3,6,5,0,0,0,6.2,185
1,19,1,10,3,10,1,0,0,7.4,219,11,0,3,10,2,0,0,0,6.6,222
1,22,1,3,4,1,0,0,0,6.8,241,12,0,4,3,4,1,0,0,6.8,228
1,16,1,12,6,17,1,0,0,7.2,208,17,0,6,12,5,0,0,0,6.8,214
0,16,0,8,6,12,1,0,0,7.0,199,27,1,6,8,5,0,0,0,7.0,254
0,16,1,3,3,5,0,1,0,7.0,243,13,0,3,3,3,1,0,0,7.2,253
1,11,1,9,7,7,0,0,0,7.6,244,22,0,7,9,6,0,0,0,7.2,205
1,15,0,10,3,12,0,0,0,7.4,236,16,1,3,10,7,0,0,0,6.2,162
0,19,1,9,8,12,1,0,0,6.6,175,16,0,8,9,7,0,0,0,6.4,192
0,14,0,5,7,13,1,1,0,7.0,251,15,1,7,5,10,0,0,0,7.0,236
0,40,1,7,6,8,1,1,0,7.2,209,13,0,6,7,5,0,0,0,7.4,229
0,15,1,6,3,7,0,0,0,6.8,180,24,0,3,6,4,0,0,0,7.0,238
1,14,0,4,9,4,1,0,0,6.6,220,14,1,9,4,9,0,0,0,7.0,208
1,17,1,7,6,8,0,0,0,6.8,208,14,0,6,7,8,1,0,0,7.0,245
0,26,0,2,7,1,0,0,0,6.8,221,17,1,7,2,10,1,0,0,7.2,262
0,18,1,4,8,3,0,0,0,6.6,207,16,0,8,4,10,1,0,0,7.2,232
1,10,1,9,5,6,1,0,0,6.8,222,6,0,5,9,5,0,0,0,5.6,123
1,17,1,11,6,12,0,0,0,7.2,231,19,0,6,11,6,1,0,0,6.6,215
0,36,0,5,6,4,1,0,0,7.0,228,15,1,6,5,4,0,0,0,6.8,190
1,45,0,2,8,1,1,1,0,6.8,192,19,1,8,2,9,0,0,0,7.0,190
1,10,0,4,8,5,0,0,0,6.6,174,19,1,8,4,4,1,1,1,7.2,253
0,17,1,10,13,6,0,0,0,7.0,245,17,0,13,10,16,1,0,0,7.2,206
0,14,0,6,6,7,1,0,0,7.0,218,15,1,6,6,4,0,1,0,7.0,237
0,15,0,1,5,2,0,0,0,6.4,193,17,1,5,1,5,1,0,0,7.0,245
0,22,0,6,5,7,0,0,0,7.4,232,17,1,5,6,2,1,1,0,7.2,221
0,15,0,3,8,6,0,0,0,6.6,244,10,1,8,3,15,1,1,0,6.8,222
1,30,1,8,5,9,1,0,0,6.8,220,16,0,5,8,5,0,0,0,7.0,214
0,17,1,3,6,6,0,0,0,6.6,181,14,0,6,3,6,1,0,0,6.6,212
0,16,1,6,5,5,0,0,0,6.6,237,14,0,5,6,6,1,0,0,6.6,196
0,14,0,2,11,4,0,0,0,6.6,178,47,1,11,2,9,0,0,0,7.6,202
1,18,1,6,0,8,1,0,0,7.0,244,17,0,0,6,0,0,0,0,6.6,223
1,35,1,10,5,9,1,1,1,7.4,244,17,0,5,10,5,0,0,0,6.6,197
0,14,0,5,10,2,0,1,0,6.8,226,13,1,10,5,9,1,0,0,7.6,247
1,16,1,4,6,3,0,0,0,7.0,225,16,0,6,4,8,1,0,0,6.8,244
0,18,0,6,7,4,0,0,0,6.6,205,44,1,7,6,10,1,1,1,7.2,229
1,18,1,5,2,5,0,1,0,7.2,207,15,0,2,5,3,1,0,0,6.6,224
0,20,1,9,6,10,1,0,0,6.6,186,18,0,6,9,4,0,0,0,6.8,215
1,18,1,7,2,5,0,0,0,7.2,216,17,0,2,7,3,0,0,0,6.8,225
1,16,1,11,4,7,1,0,0,7.2,214,16,0,4,11,2,0,0,0,6.4,180
0,12,0,5,7,3,0,0,0,7.0,229,14,1,7,5,8,1,0,0,6.6,200
1,15,1,8,9,9,0,0,0,7.0,202,25,0,9,8,8,1,0,0,7.0,193
1,15,0,4,6,4,0,0,0,6.6,164,19,1,6,4,5,1,0,0,6.6,213
0,57,1,6,3,10,0,0,0,6.8,203,17,0,3,6,4,1,0,0,6.8,248
0,9,0,2,11,4,1,0,0,6.6,215,15,1,11,2,13,0,0,0,7.4,214
0,14,1,4,6,7,0,0,0,7.2,243,14,0,6,4,5,1,0,0,7.4,223
0,13,0,6,12,4,0,0,0,6.6,209,15,1,12,6,15,0,0,0,7.2,206
0,17,1,3,11,3,0,0,0,6.6,221,15,0,11,3,18,1,0,0,7.2,239
1,16,1,5,1,4,0,0,0,7.0,255,22,0,1,5,1,1,0,0,7.0,213
0,11,0,1,8,2,0,0,0,6.8,216,18,1,8,1,6,1,0,0,7.4,268
0,37,0,3,3,1,0,0,0,7.0,187,16,1,3,3,7,1,0,0,6.4,212
0,16,1,10,7,12,1,1,0,6.6,168,17,0,7,10,10,0,0,0,6.6,191
0,90,0,7,6,8,0,0,0,7.0,189,13,1,6,7,7,1,0,0,6.6,220
1,15,0,7,5,4,1,1,0,7.2,208,14,1,5,7,5,0,0,0,7.0,193
1,24,1,12,2,13,1,0,0,7.4,206,19,0,2,12,0,0,0,0,6.4,197
1,14,1,8,8,6,0,0,1,7.2,215,19,0,8,8,6,1,0,0,7.0,202
1,17,1,9,1,10,1,0,0,7.0,209,15,0,1,9,0,0,0,0,6.6,218
0,13,0,4,9,3,0,0,0,6.6,216,16,1,9,4,9,1,0,0,7.0,220
0,15,0,6,9,3,1,0,0,6.6,198,15,1,9,6,5,0,0,0,7.2,222
0,14,0,4,7,4,0,1,0,6.8,213,15,1,7,4,9,1,0,0,7.0,222
1,18,0,3,3,3,0,1,1,7.0,221,38,1,3,3,4,1,0,0,6.4,198
0,14,0,4,12,3,0,0,0,6.6,212,15,1,12,4,14,1,1,0,7.6,220
1,20,1,10,7,16,1,0,0,7.0,225,38,0,7,10,10,0,1,0,6.6,224
1,17,1,9,5,7,0,0,0,7.2,230,13,0,5,9,6,1,0,0,6.8,194
1,17,1,7,7,10,1,0,0,6.8,220,15,0,7,7,8,0,0,0,7.2,234
0,15,0,4,7,2,1,0,0,6.4,184,14,1,7,4,7,0,0,0,7.0,238
0,13,0,3,6,4,0,0,0,6.6,190,48,1,6,3,6,1,0,0,6.8,203
1,13,1,12,5,7,1,0,0,7.2,195,13,0,5,12,5,0,0,0,6.6,195
0,18,0,4,10,7,0,0,0,6.4,181,13,1,10,4,7,1,0,0,7.6,245
1,20,1,11,6,15,0,1,0,7.4,239,16,0,6,11,10,0,0,0,7.0,197
1,41,1,11,3,15,1,0,0,7.6,223,17,0,3,11,2,0,0,0,7.0,209
1,17,1,6,3,6,0,0,0,7.0,234,17,0,3,6,6,0,0,0,6.6,207
0,15,0,2,6,2,0,0,0,7.0,223,17,1,6,2,4,0,0,0,7.2,228
1,35,1,6,6,2,1,1,0,7.2,229,8,0,6,6,9,0,0,0,7.2,213
1,82,1,12,3,14,1,0,0,7.2,191,12,0,3,12,3,0,0,0,6.4,182
0,14,0,1,10,0,0,0,0,6.8,212,13,1,10,1,10,1,0,0,7.2,229
1,13,0,6,10,5,1,0,0,6.8,198,17,1,10,6,7,0,0,0,7.2,205
1,14,1,9,3,12,0,0,1,6.8,239,17,0,3,9,4,0,1,1,6.6,193
1,15,1,7,6,10,0,1,0,7.0,233,51,0,6,7,6,1,0,0,7.0,206
0,17,0,2,5,2,0,0,0,7.0,241,17,1,5,2,3,1,0,0,7.2,251
0,13,1,5,7,3,1,1,0,7.0,205,17,0,7,5,8,0,0,0,7.2,241
1,17,0,5,6,5,0,0,0,6.8,221,18,1,6,5,8,0,0,0,6.8,203
0,14,1,5,8,9,0,0,0,6.4,199,14,0,8,5,8,1,0,0,7.0,257
1,40,0,4,4,5,0,0,0,7.0,223,19,1,4,4,4,1,0,0,7.0,223
0,15,0,5,7,3,0,0,0,6.8,237,15,1,7,5,6,1,1,0,7.0,215
0,18,0,7,8,5,0,0,0,6.8,209,18,1,8,7,8,1,0,0,6.8,200
0,17,1,7,8,10,1,1,0,7.0,239,17,0,8,7,12,0,0,0,7.0,217
1,15,1,6,3,12,0,0,0,6.6,212,15,0,3,6,2,0,0,0,7.2,224
0,18,1,3,5,7,1,0,0,7.0,227,13,0,5,3,4,0,1,0,7.2,247
1,38,0,6,10,7,0,1,0,7.2,211,15,1,10,6,13,1,0,0,7.2,240
0,15,0,3,7,1,0,0,0,6.8,229,82,1,7,3,4,1,0,0,7.4,238
0,17,1,4,2,3,0,0,0,7.0,226,15,0,2,4,1,0,0,0,6.8,253
1,86,0,5,6,7,0,0,0,6.8,203,15,1,6,5,4,1,0,0,6.8,181
0,20,1,10,6,9,0,0,0,7.2,222,16,0,6,10,5,0,0,0,7.0,188
0,13,1,5,4,5,0,1,0,7.4,257,19,0,4,5,5,1,0,0,7.2,233
1,15,0,4,4,5,1,0,0,7.0,231,59,1,4,4,8,0,1,0,6.8,231
0,33,0,1,4,0,0,0,0,7.0,258,14,1,4,1,4,1,1,0,7.0,227
1,20,0,10,6,11,1,0,0,7.2,215,15,1,6,10,3,0,0,0,7.0,226
0,17,0,1,6,1,0,0,0,6.8,235,17,1,6,1,10,1,0,0,7.2,228
0,16,0,5,7,6,0,0,0,6.8,210,21,1,7,5,11,0,0,0,7.0,191
1,14,1,7,2,10,0,0,0,7.0,226,16,0,2,7,4,0,0,0,6.8,219
1,94,1,9,7,16,1,0,1,7.0,206,14,0,7,9,6,0,0,1,7.0,215
0,15,1,5,4,4,0,0,0,6.8,219,13,0,4,5,5,1,0,0,6.6,196
0,19,0,4,7,6,0,1,0,6.8,192,17,1,7,4,8,0,0,0,7.0,233
1,15,0,4,8,4,0,0,0,6.6,217,17,1,8,4,7,1,0,0,7.2,224
0,12,1,6,6,4,1,0,0,7.0,217,15,0,6,6,4,0,0,0,7.0,254
1,45,0,8,7,10,0,0,0,6.8,185,15,1,7,8,4,0,1,0,7.0,215
1,35,1,13,8,11,0,0,1,7.4,235,24,0,8,13,10,1,0,0,6.6,189
0,21,1,5,6,3,0,0,0,7.2,228,20,0,6,5,8,0,1,0,7.2,203
0,103,0,2,5,0,1,0,0,6.8,199,13,1,5,2,4,0,0,0,7.0,211
0,13,1,6,11,9,0,0,0,6.4,191,16,0,11,6,7,0,0,1,7.0,230
0,34,1,2,3,3,0,1,0,7.2,230,19,0,3,2,7,1,0,0,6.6,236
0,21,1,3,9,3,0,0,0,6.6,205,18,0,9,3,7,1,0,1,7.2,254
0,16,0,7,7,4,1,0,0,7.0,229,10,1,7,7,9,0,0,0,6.6,200
0,12,0,1,6,0,1,0,0,6.8,232,52,1,6,1,4,0,1,0,7.4,247
0,24,0,6,5,8,0,0,0,7.4,225,52,1,5,6,7,1,1,0,7.2,239
0,12,1,7,8,6,1,0,0,7.2,231,13,0,8,7,13,0,1,2,7.0,206
0,16,1,6,3,6,1,0,0,7.2,236,18,0,3,6,0,0,0,0,7.2,254
0,14,0,3,11,2,0,0,0,6.6,190,11,1,11,3,13,1,0,0,7.2,228
1,20,0,7,4,10,0,0,0,6.8,199,31,1,4,7,4,0,0,0,6.6,209
1,13,1,10,3,12,1,1,0,7.4,230,11,0,3,10,5,0,0,0,6.8,195
1,43,1,10,3,6,1,1,1,7.6,248,19,0,3,10,2,0,0,0,7.0,217
0,18,0,8,5,9,0,0,0,7.0,226,18,1,5,8,5,0,0,0,6.8,214
0,61,0,3,10,4,0,0,0,6.6,163,31,1,10,3,13,0,0,0,7.4,236
0,15,0,2,8,1,0,0,0,6.6,203,17,1,8,2,7,1,0,0,7.6,248
1,13,1,7,6,7,0,0,0,7.0,204,16,0,6,7,8,0,0,0,6.8,178
1,18,0,9,12,5,0,0,0,7.2,222,16,1,12,9,13,1,0,0,7.0,213
0,16,0,9,10,9,0,0,0,7.0,191,13,1,10,9,12,0,0,0,7.0,229
0,17,0,7,7,5,0,0,0,6.6,194,23,1,7,7,7,1,0,0,6.8,194
0,17,1,5,5,4,1,0,0,6.8,219,21,0,5,5,2,0,0,0,7.2,240
0,18,1,2,13,2,1,0,0,6.8,201,19,0,13,2,13,0,0,0,8.0,270
0,11,1,5,9,5,0,0,0,6.2,195,19,0,9,5,14,0,0,0,6.6,218
0,18,0,8,13,5,0,0,0,6.8,180,17,1,13,8,12,0,0,0,7.2,223
0,16,0,3,6,3,0,0,0,7.0,204,19,1,6,3,6,1,1,0,7.2,252
1,15,0,3,5,2,1,0,0,6.8,220,15,1,5,3,6,0,1,1,7.0,232
1,18,1,6,1,7,1,0,0,7.2,234,13,0,1,6,1,0,0,0,6.8,217
0,28,0,3,7,3,0,0,0,6.6,201,22,1,7,3,5,0,0,1,7.2,244
1,16,1,8,1,6,0,1,2,7.2,223,29,0,1,8,1,0,0,0,6.8,190
0,39,0,3,6,3,0,0,0,6.6,226,59,1,6,3,8,1,1,0,6.8,191
1,19,0,9,5,10,1,0,0,7.0,209,15,1,5,9,4,0,0,0,6.4,177
1,23,1,13,3,15,0,0,0,7.2,235,14,0,3,13,3,1,1,0,6.6,196
0,14,0,3,6,3,0,0,0,6.8,200,15,1,6,3,7,1,1,1,7.2,243
1,18,1,8,6,8,1,0,0,7.2,223,17,0,6,8,7,0,0,0,6.6,220
1,15,1,7,2,9,0,0,0,7.4,219,16,0,2,7,1,1,0,0,6.8,242
1,18,1,8,9,7,0,0,0,7.2,218,20,0,9,8,7,0,0,0,7.0,192
1,11,0,4,9,3,1,0,0,7.0,209,134,1,9,4,11,0,0,0,7.4,229
1,14,0,4,5,6,1,0,0,6.8,240,16,1,5,4,7,0,0,0,6.8,227
1,12,0,7,8,7,0,0,0,7.0,211,13,1,8,7,8,0,0,0,7.2,226
1,21,0,3,4,3,1,0,0,6.8,226,21,1,4,3,5,0,0,0,6.8,239
0,15,0,3,6,4,0,0,0,6.6,217,35,1,6,3,4,0,0,0,6.8,215
0,17,1,10,7,11,1,0,0,7.2,230,19,0,7,10,5,0,0,0,7.0,247
1,17,0,1,4,0,0,0,0,7.0,242,22,1,4,1,6,1,0,0,7.0,262
1,17,0,4,3,4,1,0,1,7.0,233,39,1,3,4,3,0,1,0,7.0,197
1,30,1,13,7,14,1,0,0,7.4,225,13,0,7,13,9,0,0,0,6.6,200
1,16,1,10,6,12,1,0,0,7.2,223,12,0,6,10,5,0,0,0,7.0,203
0,44,1,9,8,9,1,0,0,7.2,210,16,0,8,9,7,0,1,1,7.0,190
1,13,0,8,5,9,1,0,0,7.0,215,12,1,5,8,4,0,0,0,6.6,211
1,16,0,7,7,5,0,0,0,6.8,213,17,1,7,7,5,1,1,0,7.0,226
0,36,0,5,7,5,0,0,0,6.8,220,13,1,7,5,4,0,0,0,7.0,226
0,38,1,3,6,5,1,1,0,6.8,209,21,0,6,3,2,0,0,0,7.2,230
0,14,1,9,6,10,1,1,0,6.6,190,37,0,6,9,6,0,0,1,7.0,227
0,18,1,6,7,6,0,0,0,6.8,193,19,0,7,6,4,1,0,0,7.2,246
0,15,1,8,9,5,0,0,0,6.8,217,11,0,9,8,9,0,0,0,6.8,191
0,15,1,2,7,1,1,0,0,6.6,211,16,0,7,2,6,0,0,0,6.8,244
1,13,0,7,6,7,0,0,0,7.0,181,11,1,6,7,5,1,1,0,6.8,206
1,19,1,10,6,10,1,0,0,7.2,228,18,0,6,10,5,0,0,0,7.0,216
0,15,0,4,9,4,0,0,0,7.0,229,15,1,9,4,10,1,0,0,7.0,235
0,57,0,4,6,3,0,0,0,6.6,218,17,1,6,4,7,1,0,0,7.2,192
0,18,1,4,5,3,0,0,0,7.2,219,16,0,5,4,7,1,0,0,7.2,200
0,41,0,2,7,4,1,0,0,7.0,232,22,1,7,2,7,0,1,0,7.2,228
0,34,0,6,9,7,0,0,0,7.2,219,19,1,9,6,9,0,0,0,7.4,241
0,48,1,6,4,8,0,0,0,6.8,197,13,0,4,6,3,0,1,0,6.8,244
1,16,0,6,4,8,1,0,0,7.2,240,16,1,4,6,5,0,0,0,6.6,234
0,16,0,6,7,5,1,0,0,6.8,220,17,1,7,6,12,0,0,1,6.4,191
0,16,1,12,3,14,1,0,0,7.4,234,19,0,3,12,2,0,1,0,6.6,207
1,18,0,10,4,4,0,0,0,7.6,249,17,1,4,10,4,1,0,0,6.6,213
0,13,1,2,6,4,0,0,0,6.4,225,16,0,6,2,7,1,0,0,7.2,231
0,15,0,8,3,8,1,0,0,7.4,239,15,1,3,8,1,0,0,0,6.6,197
0,21,0,9,7,7,1,0,0,7.0,236,41,1,7,9,5,0,1,0,6.8,187
0,17,0,6,9,5,0,0,0,7.2,213,17,1,9,6,12,1,1,0,6.8,177
0,16,0,4,10,2,0,0,0,6.6,169,17,1,10,4,11,1,1,0,7.2,227
1,156,1,9,6,10,1,0,0,7.0,209,15,0,6,9,5,0,0,0,6.6,192
1,16,0,10,6,17,0,1,0,7.0,221,32,1,6,10,6,0,0,0,6.8,209
1,17,0,3,7,3,0,0,0,6.6,200,43,1,7,3,6,1,0,0,7.0,203
0,17,0,11,11,8,1,0,0,6.6,178,14,1,11,11,8,0,0,0,7.2,198
1,16,0,8,4,9,0,0,0,7.2,209,46,1,4,8,2,0,0,0,6.6,225
0,12,1,10,9,14,0,0,0,7.0,213,15,0,9,10,8,1,0,0,7.0,222
0,17,0,9,10,8,1,0,0,6.6,215,11,1,10,9,8,0,0,0,6.4,189
0,13,0,1,9,1,0,0,0,6.6,186,15,1,9,1,11,1,1,0,7.2,241
0,18,0,7,7,7,0,0,0,7.0,236,36,1,7,7,7,1,0,0,7.0,187
0,13,1,5,6,11,0,0,0,6.6,226,14,0,6,5,7,1,0,0,7.2,233
1,15,0,8,17,7,0,0,0,6.6,192,16,1,17,8,16,0,0,0,6.8,186
0,17,0,3,10,3,0,0,0,6.6,202,16,1,10,3,10,1,0,0,6.8,231
1,12,1,10,4,6,0,0,0,7.2,226,34,0,4,10,6,0,0,0,6.6,207
0,13,0,1,2,2,0,0,0,6.4,174,16,1,2,1,4,1,0,0,7.0,239
0,18,1,8,3,14,1,0,0,7.0,191,18,0,3,8,1,0,0,0,6.6,208
0,40,0,3,8,3,0,0,0,6.8,185,15,1,8,3,9,1,0,0,7.6,229
1,35,0,10,6,8,0,0,0,7.0,219,23,1,6,10,3,0,0,0,6.8,206
0,53,0,3,8,3,0,0,0,6.6,199,16,1,8,3,6,1,0,0,7.0,232
0,15,0,7,9,6,0,0,0,7.4,196,15,1,9,7,10,0,0,0,7.2,210
0,17,0,6,6,5,0,0,0,6.6,189,18,1,6,6,7,1,1,0,6.8,211
0,15,1,2,9,1,0,0,0,6.4,232,18,0,9,2,17,1,0,0,7.0,219
1,15,1,10,4,11,0,0,0,7.0,219,11,0,4,10,6,1,0,0,6.6,167
0,14,0,7,11,6,0,0,0,6.8,224,16,1,11,7,19,1,0,0,7.0,215
1,27,1,9,1,12,1,0,0,7.6,225,38,0,1,9,0,0,0,0,6.8,199
1,19,1,7,6,8,0,0,0,6.8,216,32,0,6,7,9,1,0,0,7.0,230
0,13,0,4,9,5,0,0,0,6.8,232,18,1,9,4,10,1,0,0,7.2,227
0,54,0,3,5,2,1,0,0,7.2,236,15,1,5,3,6,0,0,0,7.0,257
1,24,1,9,8,8,0,1,0,6.8,230,18,0,8,9,5,0,0,0,6.6,183
1,16,0,10,9,7,1,1,0,7.2,215,15,1,9,10,10,0,0,0,7.0,193
0,17,0,1,5,2,0,0,0,6.6,235,59,1,5,1,4,1,0,0,7.2,257
1,10,0,4,11,2,0,0,0,6.6,216,45,1,11,4,13,1,0,0,6.8,199
0,13,1,8,4,10,0,1,0,7.0,239,13,0,4,8,1,1,0,0,6.8,196
1,17,1,10,5,11,1,0,0,6.8,206,16,0,5,10,7,0,0,0,6.8,202
1,53,1,4,5,4,0,0,0,7.0,209,11,0,5,4,6,0,0,0,7.2,215
0,16,0,4,8,5,0,1,0,6.8,233,14,1,8,4,7,0,0,0,7.0,253
0,16,0,3,4,6,0,0,0,6.4,206,17,1,4,3,4,0,0,0,6.8,212
1,17,1,7,4,9,0,0,0,7.0,219,16,0,4,7,5,1,0,0,6.8,195
1,15,0,7,3,4,1,0,0,7.2,246,20,1,3,7,5,0,0,0,6.8,229
0,18,0,2,6,1,1,0,0,6.6,232,61,1,6,2,10,0,0,0,7.2,243
0,13,0,4,7,5,0,0,0,7.0,241,32,1,7,4,9,1,0,0,6.8,234
